Species,Country,Region,Extinction
philadelphia,Canada,North America,[2021]
philadelphia,Canada,North America,[2013]
philadelphia,Canada,North America,[2013]
tolmiei,Canada,North America,[2013]
americana,Canada,North America,[2021]
americana,Canada,North America,[2013]
americana,Canada,North America,[2013]
americana,Canada,North America,Null
domesticus,Canada,North America,[2013]
domesticus,Canada,North America,[2013]
domesticus,Canada,North America,[2021]
domesticus,Canada,North America,[2026]
domesticus,Canada,North America,[2013]
domesticus,Canada,North America,[2013]
domesticus,Canada,North America,Null
domesticus,Canada,North America,[2022]
sandwichensis,Canada,North America,[2023]
sandwichensis,Canada,North America,Null
sandwichensis,Canada,North America,Null
sandwichensis,Canada,North America,[2023]
sandwichensis,Canada,North America,[2023]
sandwichensis,Canada,North America,Null
sandwichensis,Canada,North America,[2009]
sandwichensis,Canada,North America,[2023]
amoena,Canada,North America,[2011]
cyanea,Canada,North America,[2022]
cyanea,Canada,North America,[2012]
fasciata,Canada,North America,[2022]
pyrrhonota,Canada,North America,Null
pyrrhonota,Canada,North America,Null
pyrrhonota,Canada,North America,[2013]
pyrrhonota,Canada,North America,[2023]
pyrrhonota,Canada,North America,Null
pyrrhonota,Canada,North America,[2014]
pyrrhonota,Canada,North America,[2013]
pyrrhonota,Canada,North America,[2023]
colchicus,Canada,North America,[2013]
colchicus,Canada,North America,[2013]
colchicus,Canada,North America,Null
colchicus,Canada,North America,Null
colchicus,Canada,North America,Null
ludovicianus,Canada,North America,Null
ludovicianus,Canada,North America,Null
ludovicianus,Canada,North America,Null
ludovicianus,Canada,North America,[2021]
ludovicianus,Canada,North America,[2022]
ludovicianus,Canada,North America,[2002]
ludovicianus,Canada,North America,[2009]
pubescens,Canada,North America,Null
pubescens,Canada,North America,[2022]
pubescens,Canada,North America,Null
pubescens,Canada,North America,Null
pubescens,Canada,North America,[2028]
pubescens,Canada,North America,Null
pubescens,Canada,North America,[2022]
enucleator,Canada,North America,[2014]
maculatus,Canada,North America,[2014]
maculatus,Canada,North America,[2014]
ludoviciana,Canada,North America,Null
olivacea,Canada,North America,Null
olivacea,Canada,North America,[2032]
olivacea,Canada,North America,[2007]
gambeli,Canada,North America,[2007]
rufescens,Canada,North America,[2007]
gramineus,Canada,North America,Null
gramineus,Canada,North America,[2024]
gramineus,Canada,North America,[2024]
gramineus,Canada,North America,[2020]
gramineus,Canada,North America,[2018]
gramineus,Canada,North America,Null
subis,Canada,North America,[2017]
subis,Canada,North America,[2024]
subis,Canada,North America,[2011]
subis,Canada,North America,[2015]
subis,Canada,North America,[2011]
minimus,Canada,North America,[2019]
calendula,Canada,North America,[2016]
calendula,Canada,North America,[2023]
calendula,Canada,North America,[2014]
calendula,Canada,North America,[2011]
calendula,Canada,North America,[2014]
calendula,Canada,North America,[2016]
riparia,Canada,North America,[2017]
riparia,Canada,North America,[2011]
riparia,Canada,North America,[2016]
riparia,Canada,North America,[2011]
riparia,Canada,North America,[2015]
riparia,Canada,North America,[2014]
saya,Canada,North America,[2017]
aurocapilla,Canada,North America,[2011]
aurocapilla,Canada,North America,[2022]
aurocapilla,Canada,North America,[2012]
aurocapilla,Canada,North America,[2012]
aurocapilla,Canada,North America,[2017]
aurocapilla,Canada,North America,[2012]
aurocapilla,Canada,North America,[2011]
noveboracensis,Canada,North America,[2011]
noveboracensis,Canada,North America,[2017]
noveboracensis,Canada,North America,[2012]
noveboracensis,Canada,North America,[2011]
noveboracensis,Canada,North America,[2012]
rufus,Canada,North America,[2016]
currucoides,Canada,North America,[2018]
currucoides,Canada,North America,[2014]
currucoides,Canada,North America,[2011]
canadensis,Canada,North America,[2011]
canadensis,Canada,North America,[2012]
canadensis,Canada,North America,[2012]
canadensis,Canada,North America,[2011]
canadensis,Canada,North America,[2014]
canadensis,Canada,North America,Null
carolinensis,Canada,North America,[2011]
carolinensis,Canada,North America,Null
carolinensis,Canada,North America,[2011]
carolinensis,Canada,North America,Null
pygmaea,Canada,North America,[2017]
pallida,Canada,North America,[2020]
pallida,Canada,North America,[2011]
pallida,Canada,North America,[2011]
pallida,Canada,North America,[2021]
pallida,Canada,North America,[2012]
pusilla,Canada,North America,[2011]
pusilla,Canada,North America,[2012]
serripennis,Canada,North America,Null
serripennis,Canada,North America,[2011]
serripennis,Canada,North America,Null
neglecta,Canada,North America,[2014]
neglecta,Canada,North America,[2011]
neglecta,Canada,North America,[2011]
neglecta,Canada,North America,[2011]
neglecta,Canada,North America,[2011]
vulgaris,Canada,North America,[2011]
vulgaris,Canada,North America,[2013]
vulgaris,Canada,North America,[2016]
vulgaris,Canada,North America,[2016]
vulgaris,Canada,North America,[2014]
vulgaris,Canada,North America,[2011]
vulgaris,Canada,North America,[2017]
vulgaris,Canada,North America,[2013]
bicolor,Canada,North America,[2012]
bicolor,Canada,North America,[2017]
bicolor,Canada,North America,[2017]
bicolor,Canada,North America,[2018]
bicolor,Canada,North America,[2012]
bicolor,Canada,North America,[2012]
bicolor,Canada,North America,[2012]
bicolor,Canada,North America,[2012]
thalassina,Canada,North America,[2011]
bewickii,Canada,North America,[2011]
aedon,Canada,North America,[2017]
aedon,Canada,North America,[2014]
aedon,Canada,North America,[2017]
aedon,Canada,North America,[2011]
aedon,Canada,North America,[2011]
aedon,Canada,North America,[2011]
troglodytes,Canada,North America,[2011]
troglodytes,Canada,North America,[2017]
troglodytes,Canada,North America,[2012]
troglodytes,Canada,North America,[2012]
troglodytes,Canada,North America,[2014]
phasianellus,Canada,North America,[2014]
verticalis,Canada,North America,[2014]
verticalis,Canada,North America,[2017]
verticalis,Canada,North America,[2011]
verticalis,Canada,North America,[2016]
celata,Canada,North America,[2012]
celata,Canada,North America,[2011]
peregrina,Canada,North America,[2014]
peregrina,Canada,North America,[2012]
peregrina,Canada,North America,[2012]
peregrina,Canada,North America,[2017]
peregrina,Canada,North America,[2011]
cyanoptera,Canada,North America,[2011]
ruficapilla,Canada,North America,[2011]
ruficapilla,Canada,North America,[2011]
ruficapilla,Canada,North America,[2011]
ruficapilla,Canada,North America,[2011]
ruficapilla,Canada,North America,[2011]
cassinii,Canada,North America,[2016]
flavifrons,Canada,North America,[2012]
gilvus,Canada,North America,[2014]
gilvus,Canada,North America,[2011]
gilvus,Canada,North America,[2016]
gilvus,Canada,North America,[2015]
gilvus,Canada,North America,Null
gilvus,Canada,North America,[2023]
olivaceus,Canada,North America,[2021]
olivaceus,Canada,North America,Null
olivaceus,Canada,North America,Null
olivaceus,Canada,North America,Null
olivaceus,Canada,North America,[2072]
olivaceus,Canada,North America,[2057]
olivaceus,Canada,North America,[2024]
olivaceus,Canada,North America,[2028]
philadelphicus,Canada,North America,[2023]
philadelphicus,Canada,North America,[2021]
canadensis,Canada,North America,[2024]
canadensis,Canada,North America,Null
canadensis,Canada,North America,[2023]
canadensis,Canada,North America,[2031]
pusilla,Canada,North America,[2004]
pusilla,Canada,North America,Null
pusilla,Canada,North America,[2043]
pusilla,Canada,North America,Null
pusilla,Canada,North America,[2039]
xanthocephalus,Canada,North America,Null
xanthocephalus,Canada,North America,[2013]
xanthocephalus,Canada,North America,[2021]
xanthocephalus,Canada,North America,[2007]
macroura,Canada,North America,[2027]
macroura,Canada,North America,Null
macroura,Canada,North America,[2007]
macroura,Canada,North America,[1999]
macroura,Canada,North America,Null
macroura,Canada,North America,Null
macroura,Canada,North America,[2015]
albicollis,Canada,North America,[2012]
albicollis,Canada,North America,Null
albicollis,Canada,North America,Null
albicollis,Canada,North America,[2003]
albicollis,Canada,North America,Null
albicollis,Canada,North America,[2003]
albicollis,Canada,North America,Null
albicollis,Canada,North America,Null
leucophrys,Canada,North America,Null
leucophrys,Canada,North America,[2024]
macularius,Canada,North America,[2027]
macularius,Canada,North America,Null
macularius,Canada,North America,Null
macularius,Canada,North America,[2034]
macularius,Canada,North America,[2021]
macularius,Canada,North America,Null
sponsa,Canada,North America,Null
sponsa,Canada,North America,Null
sponsa,Canada,North America,Null
nelsoni,Canada,North America,Null
nelsoni,Canada,North America,Null
acuta,Canada,North America,[2004]
acuta,Canada,North America,Null
acuta,Canada,North America,Null
americana,Canada,North America,[2004]
americana,Canada,North America,[2000]
clypeata,Canada,North America,[2000]
clypeata,Canada,North America,[2000]
clypeata,Canada,North America,[2000]
platyrhynchos,Canada,North America,Null
platyrhynchos,Canada,North America,Null
platyrhynchos,Canada,North America,Null
platyrhynchos,Canada,North America,[2027]
platyrhynchos,Canada,North America,[2008]
platyrhynchos,Canada,North America,Null
rubripes,Canada,North America,Null
rubripes,Canada,North America,[2024]
rubripes,Canada,North America,[2013]
rubripes,Canada,North America,Null
affinis,Canada,North America,[2021]
affinis,Canada,North America,Null
affinis,Canada,North America,[2010]
americana,Canada,North America,[2022]
americana,Canada,North America,[2029]
americana,Canada,North America,[2010]
